,Long,Short
2025-06-05 11:15:00+02:00,59.41,59.41
2025-06-05 11:30:00+02:00,48.39,48.39
2025-06-05 11:45:00+02:00,34.22,34.22
2025-06-05 12:00:00+02:00,56.84,56.84
2025-06-05 12:15:00+02:00,50.18,50.18
2025-06-05 12:30:00+02:00,55.18,55.18
2025-06-05 12:45:00+02:00,62.1,62.1
2025-06-05 13:00:00+02:00,67.45,67.45
2025-06-05 13:15:00+02:00,41.75,41.75
2025-06-05 13:30:00+02:00,28.29,28.29
2025-06-05 13:45:00+02:00,21.79,21.79
2025-06-05 14:00:00+02:00,8.16,8.16
2025-06-05 14:15:00+02:00,34.48,34.48
2025-06-05 14:30:00+02:00,49.35,49.35
2025-06-05 14:45:00+02:00,82.54,82.54
2025-06-05 15:00:00+02:00,119.69,119.69
2025-06-05 15:15:00+02:00,80.7,80.7
2025-06-05 15:30:00+02:00,90.14,90.14
2025-06-05 15:45:00+02:00,30.29,30.29
2025-06-05 16:00:00+02:00,-2.91,-2.91
2025-06-05 16:15:00+02:00,-16.41,-16.41
2025-06-05 16:30:00+02:00,-1.99,-1.99
2025-06-05 16:45:00+02:00,2.34,2.34
2025-06-05 17:00:00+02:00,11.09,11.09
2025-06-05 17:15:00+02:00,17.35,17.35
2025-06-05 17:30:00+02:00,31.05,31.05
2025-06-05 17:45:00+02:00,180.6,180.6
2025-06-05 18:00:00+02:00,21.9,21.9
2025-06-05 18:15:00+02:00,67.9,67.9
2025-06-05 18:30:00+02:00,-6.91,-6.91
2025-06-05 18:45:00+02:00,-17.77,-17.77
2025-06-05 19:00:00+02:00,17.28,17.28
2025-06-05 19:15:00+02:00,39.19,39.19
2025-06-05 19:30:00+02:00,63.99,63.99
2025-06-05 19:45:00+02:00,170.0,170.0
2025-06-05 20:00:00+02:00,129.84,129.84
2025-06-05 20:15:00+02:00,162.0,162.0
2025-06-05 20:30:00+02:00,179.8,179.8
2025-06-05 20:45:00+02:00,228.92,228.92
2025-06-05 21:00:00+02:00,190.8,190.8
2025-06-05 21:15:00+02:00,146.3,146.3
2025-06-05 21:30:00+02:00,114.44,114.44
2025-06-05 21:45:00+02:00,83.34,83.34
2025-06-05 22:00:00+02:00,138.8,138.8
2025-06-05 22:15:00+02:00,151.8,151.8
2025-06-05 22:30:00+02:00,93.27,93.27
2025-06-05 22:45:00+02:00,79.59,79.59
2025-06-05 23:00:00+02:00,101.7,101.7
2025-06-05 23:15:00+02:00,94.47,94.47
2025-06-05 23:30:00+02:00,104.15,104.15
2025-06-05 23:45:00+02:00,14.82,14.82
2025-06-06 00:00:00+02:00,30.76,30.76
2025-06-06 00:15:00+02:00,29.26,29.26
2025-06-06 00:30:00+02:00,4.6,4.6
2025-06-06 00:45:00+02:00,45.35,45.35
2025-06-06 01:00:00+02:00,107.68,107.68
2025-06-06 01:15:00+02:00,90.05,90.05
2025-06-06 01:30:00+02:00,81.52,81.52
2025-06-06 01:45:00+02:00,75.19,75.19
2025-06-06 02:00:00+02:00,83.12,83.12
2025-06-06 02:15:00+02:00,5.34,5.34
2025-06-06 02:30:00+02:00,16.14,16.14
2025-06-06 02:45:00+02:00,23.04,23.04
2025-06-06 03:00:00+02:00,22.37,22.37
2025-06-06 03:15:00+02:00,16.97,16.97
2025-06-06 03:30:00+02:00,0.84,0.84
2025-06-06 03:45:00+02:00,4.11,4.11
2025-06-06 04:00:00+02:00,24.01,24.01
2025-06-06 04:15:00+02:00,22.38,22.38
2025-06-06 04:30:00+02:00,16.97,16.97
2025-06-06 04:45:00+02:00,37.23,37.23
2025-06-06 05:00:00+02:00,17.27,17.27
2025-06-06 05:15:00+02:00,13.1,13.1
2025-06-06 05:30:00+02:00,19.89,19.89
2025-06-06 05:45:00+02:00,31.04,31.04
2025-06-06 06:00:00+02:00,3.18,3.18
2025-06-06 06:15:00+02:00,27.89,27.89
2025-06-06 06:30:00+02:00,25.38,25.38
2025-06-06 06:45:00+02:00,12.85,12.85
2025-06-06 07:00:00+02:00,114.0,114.0
2025-06-06 07:15:00+02:00,122.71,122.71
2025-06-06 07:30:00+02:00,-11.58,-11.58
2025-06-06 07:45:00+02:00,2.53,2.53
2025-06-06 08:00:00+02:00,98.61,98.61
2025-06-06 08:15:00+02:00,67.78,67.78
2025-06-06 08:30:00+02:00,-4.78,-4.78
2025-06-06 08:45:00+02:00,-13.57,-13.57
2025-06-06 09:00:00+02:00,19.91,19.91
2025-06-06 09:15:00+02:00,-12.2,-12.2
2025-06-06 09:30:00+02:00,-77.76,-77.76
2025-06-06 09:45:00+02:00,-58.58,-58.58
2025-06-06 10:00:00+02:00,-6.66,-6.66
2025-06-06 10:15:00+02:00,-12.86,-12.86
2025-06-06 10:30:00+02:00,-25.6,-25.6
2025-06-06 10:45:00+02:00,-27.56,-27.56
2025-06-06 11:00:00+02:00,103.5,103.5
2025-06-06 11:15:00+02:00,112.25,112.25
2025-06-06 11:30:00+02:00,127.6,127.6
2025-06-06 11:45:00+02:00,7.06,7.06
2025-06-06 12:00:00+02:00,43.82,43.82
2025-06-06 12:15:00+02:00,-9.7,-9.7
2025-06-06 12:30:00+02:00,-11.11,-11.11
2025-06-06 12:45:00+02:00,-11.0,-11.0
2025-06-06 13:00:00+02:00,-35.76,-35.76
2025-06-06 13:15:00+02:00,-37.37,-37.37
2025-06-06 13:30:00+02:00,-22.85,-22.85
2025-06-06 13:45:00+02:00,0.0,0.0
2025-06-06 14:00:00+02:00,-45.18,-45.18
2025-06-06 14:15:00+02:00,-32.45,-32.45
2025-06-06 14:30:00+02:00,16.04,16.04
2025-06-06 14:45:00+02:00,-3.78,-3.78
2025-06-06 15:00:00+02:00,-57.16,-57.16
2025-06-06 15:15:00+02:00,-31.18,-31.18
2025-06-06 15:30:00+02:00,89.75,89.75
2025-06-06 15:45:00+02:00,-6.79,-6.79
2025-06-06 16:00:00+02:00,-89.18,-89.18
2025-06-06 16:15:00+02:00,-35.02,-35.02
2025-06-06 16:30:00+02:00,-9.44,-9.44
2025-06-06 16:45:00+02:00,1.09,1.09
2025-06-06 17:00:00+02:00,-125.02,-125.02
2025-06-06 17:15:00+02:00,-65.5,-65.5
2025-06-06 17:30:00+02:00,-29.05,-29.05
2025-06-06 17:45:00+02:00,2.13,2.13
